Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,o1,o2
161.0130000114441,161.01200008392334,0.0,6.0,314.0,0.0,22.0,-40.7
180.94599986076355,180.94599986076355,0.0,7.0,235.0,0.0,8.0,-38.7
161.03700017929077,161.03600001335144,0.0,13.0,119.0,37.0,37.7,-66.7
161.29499983787537,161.29499983787537,0.0,15.0,113.0,43.0,46.0,-72.0
141.03099989891052,141.02999997138977,0.0,7.0,267.0,29.0,31.3,-63.0
180.94700002670288,180.94700002670288,0.0,7.0,223.0,9.0,7.0,-30.7
141.03000020980835,141.03000020980835,0.0,11.0,117.0,53.0,43.7,-70.7
180.96800017356873,180.9670000076294,0.0,9.0,149.0,29.0,20.3,-29.7
140.97900009155273,140.97800016403198,0.0,6.0,115.0,11.0,26.3,-54.7
160.9869999885559,160.9869999885559,0.0,9.0,261.0,7.0,26.3,-56.0
160.97399997711182,160.97399997711182,0.0,7.0,253.0,25.0,24.3,-59.0
180.9340000152588,180.9340000152588,0.0,6.0,201.0,0.0,4.0,-9.7
160.9650001525879,160.96399998664856,0.0,7.0,297.0,29.0,28.0,-54.7
161.01400017738342,161.01400017738342,0.0,7.0,255.0,21.0,25.7,-58.3
161.01900005340576,161.01900005340576,0.0,7.0,247.0,13.0,15.7,-51.3
201.41899991035461,201.41799998283386,0.0,15.0,27.0,79.0,41.0,-65.7
141.03399991989136,141.03399991989136,0.0,9.0,73.0,47.0,36.7,-76.3
160.9539999961853,160.95300006866455,0.0,6.0,275.0,3.0,26.0,-54.0
200.98600006103516,200.98600006103516,0.0,11.0,175.0,57.0,26.3,-35.0
180.9340000152588,180.9340000152588,0.0,7.0,201.0,9.0,6.7,-15.0
160.98800015449524,160.98800015449524,0.0,9.0,53.0,33.0,31.0,-62.3
141.3069999217987,141.30599999427795,0.0,13.0,89.0,77.0,45.7,-82.0
161.0609998703003,161.05800008773804,0.0,11.0,77.0,45.0,44.0,-77.7
201.12999987602234,201.1289999485016,0.0,13.0,199.0,47.0,24.3,-41.3
161.0,160.99899983406067,0.0,7.0,259.0,37.0,30.3,-64.3
180.9449999332428,180.9430000782013,0.0,7.0,239.0,7.0,11.0,-43.3
201.04900002479553,201.04399991035461,0.0,9.0,195.0,13.0,11.3,-15.3
201.0090000629425,201.0039999485016,0.0,9.0,187.0,25.0,14.3,-18.0
160.99000000953674,160.9889998435974,0.0,9.0,301.0,25.0,29.0,-55.7
161.02100014686584,161.0199999809265,0.0,7.0,251.0,5.0,17.7,-49.7
201.70199990272522,201.70199990272522,0.0,19.0,0.0,79.0,35.7,-56.3
141.01200008392334,141.0110001564026,0.0,9.0,251.0,41.0,32.7,-66.3
181.59800004959106,181.59800004959106,0.0,17.0,5.0,79.0,40.0,-60.0
161.01900005340576,161.01400017738342,0.0,7.0,247.0,13.0,15.7,-51.3
180.98399996757507,180.98299980163574,0.0,6.0,201.0,0.0,4.0,-9.7
180.98499989509583,180.9800000190735,0.0,9.0,133.0,0.0,23.3,-38.7
141.02699995040894,141.02100014686584,0.0,9.0,117.0,41.0,35.3,-65.3
161.01500010490417,161.01400017738342,0.0,9.0,273.0,23.0,30.0,-62.3
180.98800015449524,180.98800015449524,0.0,11.0,221.0,41.0,27.0,-47.7
180.95199990272522,180.94700002670288,0.0,7.0,223.0,5.0,6.3,-26.7
161.00099992752075,160.9980001449585,0.0,9.0,147.0,35.0,23.3,-36.7
161.22399997711182,161.22199988365173,0.0,11.0,131.0,65.0,45.7,-64.3
180.95099997520447,180.94900012016296,0.0,6.0,205.0,0.0,4.0,-13.3
160.96000003814697,160.95800018310547,0.0,6.0,271.0,5.0,26.0,-52.7
141.01200008392334,141.0110001564026,0.0,7.0,255.0,37.0,28.3,-62.0
141.01799988746643,141.01799988746643,0.0,7.0,263.0,17.0,28.0,-58.0
160.98300004005432,160.9800000190735,0.0,7.0,301.0,31.0,28.3,-54.3
180.9800000190735,180.9800000190735,0.0,7.0,229.0,9.0,7.7,-35.3
161.00999999046326,161.00999999046326,0.0,11.0,314.0,29.0,35.3,-54.0
161.02099990844727,161.02099990844727,0.0,9.0,0.0,49.0,26.7,-48.3
161.00099992752075,160.99699997901917,0.0,6.0,314.0,0.0,22.0,-40.7
161.03600001335144,161.02800011634827,0.0,11.0,303.0,25.0,37.3,-55.7
161.0550000667572,161.0550000667572,0.0,13.0,65.0,19.0,34.7,-66.3
160.99000000953674,160.989000082016,0.0,9.0,29.0,67.0,31.3,-60.3
160.9649999141693,160.9649999141693,0.0,7.0,241.0,41.0,19.0,-56.7
141.00300002098083,141.0,0.0,6.0,314.0,57.0,32.0,-54.7
180.9430000782013,180.93799996376038,0.0,7.0,199.0,5.0,6.0,-13.0
141.02800011634827,141.02699995040894,0.0,7.0,243.0,39.0,20.3,-57.0
181.00300002098083,181.00300002098083,0.0,7.0,261.0,21.0,29.0,-60.0
160.989000082016,160.98799991607666,0.0,6.0,217.0,0.0,4.7,-20.0
141.00800013542175,141.00699996948242,0.0,9.0,57.0,67.0,37.0,-73.7
180.94399976730347,180.94399976730347,0.0,6.0,233.0,0.0,7.7,-35.7
